"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"Florida,Walton County",7.72,6.49,NA,6.41,1.48,6.46,NA,NA,1.04,7.72,7.3,NA,7.19,7.07,7.05,NA,NA,0.27,7.72,6.35,NA,6.41,1.48,6.46,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Baldwin County",8.07,6.16,NA,6.41,1.48,6.46,NA,NA,1.59,8.07,7.44,NA,7.36,7.03,7.44,NA,NA,0.37,8.07,6.13,NA,6.41,1.48,6.46,NA,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Barrow County",7.36,6.2,NA,6.41,2.07,6.46,NA,NA,1.51,7.36,7.35,NA,7.36,7.33,7.44,NA,NA,0.02,7.36,6.06,NA,6.41,2.07,6.46,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Bartow County",8.37,6.58,NA,6.92,1.49,7.24,NA,NA,1.41,8.37,7.39,NA,7.33,7.07,7.44,NA,NA,0.31,7.72,6.34,NA,6.41,1.49,7.24,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Bibb County",8.37,6.27,NA,6.41,1.48,6.46,NA,NA,1.27,8.37,7.46,NA,7.36,7.07,7.24,NA,NA,0.29,8.37,6.16,NA,6.41,1.48,6.46,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Brantley County",8.07,6.06,NA,6.41,1.48,6.46,NA,NA,1.51,8.07,7.57,NA,7.48,7.03,7.44,NA,NA,0.36,8.07,5.95,NA,6.41,1.48,6.46,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Bryan County",7.93,6.29,NA,6.41,1.48,6.46,NA,NA,1.22,7.93,7.35,NA,7.36,7.07,7.24,NA,NA,0.22,7.93,6.24,NA,6.41,1.48,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Bulloch County",8.21,6.35,NA,6.41,1.48,6.46,NA,NA,1.19,8.21,7.41,NA,7.36,7.07,7.44,NA,NA,0.26,8.21,6.27,NA,6.41,1.48,6.46,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Burke County",8.41,6.38,NA,6.41,1.68,6.46,NA,NA,1.49,8.41,7.68,NA,7.54,7.33,7.44,NA,NA,0.43,8.41,6.31,NA,6.41,1.68,6.46,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Calhoun County",7.72,6.08,NA,6.41,1.77,6.46,NA,NA,1.57,7.72,7.72,NA,7.72,7.72,7.72,NA,NA,NA,7.72,5.9,NA,6.41,1.77,6.46,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Carroll County",8.07,6.3,NA,6.41,1.49,6.46,NA,NA,1.39,8.07,7.46,NA,7.36,7.07,7.44,NA,NA,0.27,8.07,6.21,NA,6.41,1.49,6.46,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Catoosa County",7.49,6.42,NA,6.41,1.68,6.46,NA,NA,1,7.49,7.27,NA,7.35,7.03,7.24,NA,NA,0.18,7.49,6.42,NA,6.41,1.68,6.46,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Chatham County",8.5,6.23,NA,6.41,1.48,6.46,NA,NA,1.49,8.5,7.54,NA,7.36,7.03,7.24,NA,NA,0.38,8.5,6.17,NA,6.41,1.48,6.46,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Chattooga County",7.46,6.04,NA,6.41,2.76,6.46,NA,NA,1.5,7.46,7.46,NA,7.46,7.46,7.46,NA,NA,NA,7.46,6.04,NA,6.41,2.76,6.46,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Cherokee County",8.19,6.21,NA,6.41,1.48,6.46,NA,NA,1.52,8.5,7.51,NA,7.36,7.01,7.44,NA,NA,0.4,8.19,6.1,NA,6.41,1.48,6.46,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Clarke County",7.93,6.33,NA,6.41,1.48,6.46,NA,NA,1.3,7.93,7.38,NA,7.36,7.03,7.44,NA,NA,0.24,7.93,6.21,NA,6.41,1.48,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Clayton County",8.5,6.41,NA,6.41,1.34,6.46,NA,NA,1.24,8.5,7.5,NA,7.36,7.03,7.44,NA,NA,0.33,8.5,6.31,NA,6.41,1.34,6.46,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Cobb County",8.5,6.33,NA,6.41,1.48,6.46,NA,NA,1.31,8.5,7.45,NA,7.36,7.07,7.44,NA,NA,0.3,8.5,6.24,NA,6.41,1.48,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Coffee County",7.93,6.28,NA,6.41,2.76,6.46,NA,NA,1.53,7.93,7.64,NA,7.64,7.36,7.44,NA,NA,0.4,7.93,6.28,NA,6.41,2.76,6.46,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Columbia County",7.72,6.46,NA,6.41,1.49,6.46,NA,NA,0.97,7.72,7.49,NA,7.51,7.33,7.44,NA,NA,0.14,7.72,6.28,NA,6.41,1.49,6.46,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Coweta County",8.3,6.35,NA,6.41,1.49,6.46,NA,NA,1.03,8.3,7.37,NA,7.33,7.03,7.24,NA,NA,0.3,8.3,6.36,NA,6.41,1.49,6.46,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Crisp County",7.33,6.19,NA,6.41,2.07,6.46,NA,NA,1.1,7.33,7.2,NA,7.2,7.07,7.05,NA,NA,0.18,7.33,6,NA,6.41,2.07,6.46,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Decatur County",7.36,6.5,NA,6.41,6.41,6.46,NA,NA,0.27,7.36,7.36,NA,7.36,7.36,7.36,NA,NA,NA,7.36,6.39,NA,6.41,5,6.46,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Dekalb County",8.41,6.41,NA,6.41,1.49,6.46,NA,NA,1.05,8.41,7.4,NA,7.33,7.07,7.44,NA,NA,0.26,8.41,6.31,NA,6.41,1.49,6.46,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Dougherty County",7.93,6.36,NA,6.41,1.48,6.46,NA,NA,1.01,7.93,7.4,NA,7.33,7.07,7.44,NA,NA,0.22,7.93,6.27,NA,6.41,1.48,6.46,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Douglas County",8.07,6.32,NA,6.41,1.49,6.46,NA,NA,1.31,8.07,7.46,NA,7.36,7.33,7.44,NA,NA,0.23,8.07,6.22,NA,6.41,1.49,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Echols County",6.41,6.38,NA,6.41,6.29,6.46,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.1,NA,6.41,5,6.26,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Elbert County",7.92,6.58,NA,6.41,1.49,6.46,NA,NA,1.19,7.92,7.43,NA,7.33,7.07,7.24,NA,NA,0.32,7.92,6.47,NA,6.41,1.49,6.46,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Fayette County",7.48,6.45,NA,6.41,2.33,6.46,NA,NA,1.04,7.48,7.33,NA,7.36,7.07,7.44,NA,NA,0.12,7.48,6.31,NA,6.41,2.33,6.46,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Floyd County",8.07,6.4,NA,6.41,1.49,6.46,NA,NA,0.92,8.07,7.44,NA,7.36,7.04,7.44,NA,NA,0.26,8.07,6.34,NA,6.41,1.49,6.46,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Forsyth County",8.26,6.53,NA,6.41,2.76,6.46,NA,NA,0.8,8.26,7.7,NA,7.72,7.07,7.44,NA,NA,0.45,8.26,6.4,NA,6.41,4.01,6.46,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Franklin County",6.41,5.54,NA,6.41,1.49,6.46,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.54,NA,6.41,1.49,6.46,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Fulton County",8.5,6.35,NA,6.41,1.17,6.46,NA,NA,1.35,8.5,7.5,NA,7.36,7.01,7.24,NA,NA,0.39,8.5,6.26,NA,6.41,1.17,6.46,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Glynn County",7.93,6.58,NA,6.41,1.77,6.46,NA,NA,0.97,7.93,7.37,NA,7.35,7.03,7.44,NA,NA,0.15,7.93,6.55,NA,6.41,1.77,6.46,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Gordon County",6.41,6.03,NA,6.41,1.49,6.46,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.87,NA,6.41,1.49,6.46,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Grady County",8.12,6.64,NA,6.68,2,6.46,NA,NA,1.32,8.12,7.61,NA,7.36,7.33,7.44,NA,NA,0.36,8.12,6.61,NA,6.54,2,6.46,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Gwinnett County",8.5,6.45,NA,6.41,1.48,6.46,NA,NA,1.2,8.5,7.53,NA,7.36,7.07,7.24,NA,NA,0.37,8.5,6.34,NA,6.41,1.48,6.46,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Hall County",8.37,6.48,NA,6.41,1.48,6.46,NA,NA,1.11,8.37,7.46,NA,7.36,7.07,7.24,NA,NA,0.33,8.37,6.45,NA,6.41,1.48,6.46,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Hancock County",8.16,6.3,NA,6.41,1.49,6.46,NA,NA,1.33,8.16,7.59,NA,7.7,7.03,7.63,NA,NA,0.33,8.16,6.18,NA,6.41,1.49,6.46,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Haralson County",7.46,6.6,NA,6.41,6.41,6.46,NA,NA,0.36,7.46,7.31,NA,7.31,7.17,7.24,NA,NA,0.21,7.46,6.47,NA,6.41,5,6.46,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Harris County",6.41,3.73,NA,2.24,2.24,2.15,NA,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,3.73,NA,2.24,2.24,2.15,NA,NA,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Henry County",8.19,6.44,NA,6.41,1.49,6.46,NA,NA,1.18,8.19,7.32,NA,7.33,7.03,7.24,NA,NA,0.22,8.19,6.33,NA,6.41,1.49,6.46,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Houston County",8.37,6.12,NA,6.41,1.48,6.46,NA,NA,1.61,8.37,7.5,NA,7.33,7.03,7.24,NA,NA,0.46,8.37,6.05,NA,6.41,1.48,6.46,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Jeff Davis County",7.72,6.43,NA,6.41,3.95,6.46,NA,NA,0.67,7.72,7.47,NA,7.36,7.33,7.44,NA,NA,0.22,7.72,6.3,NA,6.41,3.95,6.46,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia,Jefferson County",7.72,5.94,NA,6.41,2.76,6.46,NA,NA,1.5,7.72,7.32,NA,7.27,7.03,7.24,NA,NA,0.3,7.72,5.94,NA,6.41,2.76,6.46,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
