"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"New Mexico,San Juan County",7.7,6.28,NA,6.41,1.66,6.46,NA,NA,1.43,7.7,7.4,NA,7.36,7.17,7.44,NA,NA,0.16,7.7,6.23,NA,6.41,1.66,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,San Miguel County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Sandoval County",8.29,6.35,NA,6.41,1.68,6.46,NA,NA,1.15,8.29,8,NA,8,7.72,7.83,NA,NA,0.4,8.29,6.35,NA,6.41,1.68,6.46,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Santa Fe County",8.26,6.2,NA,6.41,1.7,6.46,NA,NA,1.52,8.26,7.38,NA,7.35,7.07,7.24,NA,NA,0.27,8.26,6.09,NA,6.41,1.7,6.46,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Sierra County",8.41,6.47,NA,6.41,1.49,6.46,NA,NA,1.01,8.41,7.39,NA,7.33,7.17,7.24,NA,NA,0.34,8.41,6.41,NA,6.41,1.49,6.46,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Taos County",8.5,6.21,NA,6.89,1.11,6.65,NA,NA,2.07,8.5,7.89,NA,7.94,7.01,8.02,NA,NA,0.42,8.5,6.05,NA,6.53,1.11,6.65,NA,NA,1.92,6.51,6.51,NA,6.51,6.51,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,7.66,NA,7.66,7.66,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Torrance County",8.5,6.2,NA,6.89,1.11,6.85,NA,NA,2.11,8.5,7.9,NA,7.92,7.03,8.02,NA,NA,0.41,8.5,6.05,NA,6.58,1.11,6.65,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Mexico,Valencia County",6.41,5.64,NA,6.41,1.77,6.46,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.64,NA,6.41,1.77,6.46,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Albany County",8.37,6.38,NA,6.41,1.48,6.46,NA,NA,1.18,8.37,7.42,NA,7.33,7.07,7.44,NA,NA,0.26,8.37,6.31,NA,6.41,1.48,6.46,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Bronx County",8.54,6.26,NA,6.41,1.23,6.46,NA,NA,1.75,8.54,7.75,NA,7.78,7.03,7.24,NA,NA,0.46,8.54,6.11,NA,6.41,1.23,6.46,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Broome County",8.43,6.34,NA,6.41,1.49,6.46,NA,NA,1.47,8.43,7.48,NA,7.36,7.07,7.44,NA,NA,0.35,8.43,6.2,NA,6.41,1.49,6.46,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Cattaraugus County",8.54,6.22,NA,6.89,1.17,8.02,NA,NA,2.07,8.54,7.87,NA,7.92,7.01,8.02,NA,NA,0.42,8.54,6.04,NA,6.53,1.17,6.65,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.04,28.04,NA,28.04,28.04,28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA
"New York,Cayuga County",7.36,6.29,NA,6.41,1.49,6.46,NA,NA,1.22,7.36,7.36,NA,7.36,7.36,7.44,NA,NA,0,7.36,6.24,NA,6.41,1.49,6.46,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Chautauqua County",7.93,6.4,NA,6.41,1.48,6.46,NA,NA,1.34,7.93,7.38,NA,7.36,7.07,7.44,NA,NA,0.17,7.93,6.34,NA,6.41,1.48,6.46,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Chemung County",7.93,6.28,NA,6.41,1.48,6.46,NA,NA,1.37,7.93,7.29,NA,7.33,7.07,7.24,NA,NA,0.26,7.93,6.25,NA,6.41,1.48,6.46,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Chenango County",7.33,5.39,NA,6.41,1.68,6.85,NA,NA,2.55,7.33,7.28,NA,7.33,7.17,7.24,NA,NA,0.09,7.33,5.29,NA,6.21,1.68,6.85,NA,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Clinton County",8.37,6.79,NA,6.41,6.29,6.46,NA,NA,0.64,8.37,7.67,NA,7.62,7.07,7.24,NA,NA,0.65,8.37,6.67,NA,6.41,4.98,6.46,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Cortland County",8.37,6.4,NA,6.41,1.48,6.46,NA,NA,1.6,8.37,7.61,NA,7.36,7.33,7.24,NA,NA,0.51,8.37,6.4,NA,6.41,1.48,6.46,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Delaware County",8.18,6.03,NA,6.41,1.6,6.46,NA,NA,1.86,8.5,7.49,NA,7.36,7.07,7.44,NA,NA,0.4,8.18,5.83,NA,6.41,1.6,6.46,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Dutchess County",8.07,6.51,NA,6.41,1.88,6.46,NA,NA,1.01,8.07,7.35,NA,7.36,7.03,7.05,NA,NA,0.31,8.07,6.46,NA,6.41,1.88,6.46,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Erie County",8.54,6.33,NA,6.41,1.34,6.46,NA,NA,1.24,8.54,7.4,NA,7.33,7.03,7.44,NA,NA,0.28,8.54,6.26,NA,6.41,1.34,6.46,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Essex County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Franklin County",6.87,6.7,NA,6.7,6.53,6.65,NA,NA,0.24,7.33,7.33,NA,7.33,7.33,7.33,NA,NA,NA,6.87,6.7,NA,6.7,6.53,6.65,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Genesee County",7.93,6.07,NA,6.41,1.49,6.46,NA,NA,1.34,7.93,7.45,NA,7.48,7.07,7.63,NA,NA,0.39,7.93,5.96,NA,6.15,1.49,6.46,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Jefferson County",7.48,6.11,NA,6.41,1.68,6.46,NA,NA,1.46,7.48,7.33,NA,7.36,7.07,7.44,NA,NA,0.15,7.48,6.08,NA,6.41,1.68,6.46,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Kings County",8.54,6.24,NA,6.41,1.17,6.46,NA,NA,1.51,8.54,7.58,NA,7.36,7.01,7.44,NA,NA,0.41,8.54,6.12,NA,6.41,1.17,6.46,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Lewis County",7.72,6.49,NA,6.41,2.07,6.46,NA,NA,0.91,7.72,7.46,NA,7.36,7.33,7.44,NA,NA,0.18,7.72,6.45,NA,6.41,2.07,6.46,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Livingston County",6.29,6.29,NA,6.29,6.29,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,6.29,NA,6.29,6.29,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Monroe County",8.41,6.32,NA,6.41,1.42,6.46,NA,NA,1.26,8.5,7.37,NA,7.36,7.03,7.24,NA,NA,0.26,8.41,6.22,NA,6.41,1.42,6.46,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Nassau County",8.41,6.33,NA,6.41,1.49,6.46,NA,NA,1.36,8.41,7.51,NA,7.36,7.03,7.24,NA,NA,0.35,8.41,6.19,NA,6.41,1.49,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,New York County",8.54,6.24,NA,6.41,1.11,6.46,NA,NA,1.59,8.54,7.64,NA,7.48,7.01,7.24,NA,NA,0.43,8.54,6.13,NA,6.41,1.11,6.46,NA,NA,1.54,19.62,19.62,NA,19.62,19.62,19.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Niagara County",8.5,6.32,NA,6.41,1.48,6.46,NA,NA,1.37,8.5,7.47,NA,7.36,7.03,7.24,NA,NA,0.32,8.5,6.23,NA,6.41,1.48,6.46,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Oneida County",8.37,6.33,NA,6.41,1.48,6.46,NA,NA,1.33,8.37,7.48,NA,7.36,7.07,7.24,NA,NA,0.35,8.37,6.23,NA,6.41,1.48,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Onondaga County",8.13,6.32,NA,6.41,1.48,6.46,NA,NA,1.21,8.13,7.42,NA,7.36,7.03,7.24,NA,NA,0.24,8.13,6.23,NA,6.41,1.48,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Ontario County",7.79,6.27,NA,6.41,1.48,6.26,NA,NA,1.49,7.79,7.55,NA,7.72,7.19,7.63,NA,NA,0.23,7.79,6.16,NA,6.41,1.48,6.26,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Orange County",8.37,6.57,NA,6.41,2.54,6.46,NA,NA,0.75,8.37,7.42,NA,7.35,7.03,7.44,NA,NA,0.31,8.37,6.55,NA,6.41,2.54,6.46,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Oswego County",7.36,6.37,NA,6.41,1.49,6.46,NA,NA,1.05,7.36,7.19,NA,7.07,7.07,7.24,NA,NA,0.16,7.36,6.34,NA,6.41,1.49,6.46,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Otsego County",7.72,6.17,NA,6.41,1.49,6.46,NA,NA,1.62,7.72,7.54,NA,7.54,7.36,7.44,NA,NA,0.25,7.72,6.17,NA,6.41,1.49,6.46,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Putnam County",8.07,6.06,NA,6.41,1.23,6.46,NA,NA,1.6,8.07,7.45,NA,7.36,7.07,7.44,NA,NA,0.28,8.07,5.95,NA,6.41,1.23,6.46,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Queens County",8.5,6.25,NA,6.41,1.34,6.46,NA,NA,1.5,8.54,7.57,NA,7.36,7.03,7.44,NA,NA,0.41,8.5,6.14,NA,6.41,1.34,6.46,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Rensselaer County",7.72,6.28,NA,6.41,1.68,6.46,NA,NA,1.43,7.72,7.32,NA,7.36,7.07,7.24,NA,NA,0.22,7.72,6.17,NA,6.41,1.68,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Richmond County",8.37,6.31,NA,6.41,1.48,6.46,NA,NA,1.35,8.37,7.4,NA,7.36,7.03,7.24,NA,NA,0.27,8.37,6.22,NA,6.41,1.48,6.46,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Rockland County",7.72,6.48,NA,6.41,2.17,6.46,NA,NA,0.97,7.72,7.44,NA,7.35,7.17,7.24,NA,NA,0.22,7.72,6.37,NA,6.41,3.6,6.46,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Saratoga County",7.92,6.15,NA,6.41,1.48,6.46,NA,NA,1.46,7.92,7.35,NA,7.33,7.07,7.44,NA,NA,0.17,7.7,5.98,NA,6.41,1.48,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York,Schenectady County",7.36,6.34,NA,6.41,1.68,6.46,NA,NA,1.47,7.36,7.32,NA,7.33,7.07,7.24,NA,NA,0.07,7.36,6.22,NA,6.41,1.68,6.46,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
